time,logger,level,message,exception
2012-06-08 10:38:11.2087,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:38:11.2087,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608103811207} AND ( *:* -MessageSent:true),
2012-06-08 10:38:11.2087,Raven.Database.Server.HttpServer,Debug,Request # 752: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:38:11.2087,Raven.Database.Server.HttpServer,Debug,Request # 753: GET     -     4 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608103811207%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:38:11.2087,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608103811207} AND ( *:* -MessageSent:true)
	Time: 4 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:38:15.6671,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:38:20.7516,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:38:21.2677,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:38:21.2677,Raven.Database.Server.HttpServer,Debug,Request # 754: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:38:21.2677,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608103821266} AND ( *:* -MessageSent:true),
2012-06-08 10:38:21.2677,Raven.Database.Server.HttpServer,Debug,Request # 755: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608103821266%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:38:21.2677,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608103821266} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:38:25.8401,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:38:30.8976,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:38:31.3207,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:38:31.3207,Raven.Database.Server.HttpServer,Debug,Request # 756: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:38:31.3207,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608103831319} AND ( *:* -MessageSent:true),
2012-06-08 10:38:31.3207,Raven.Database.Server.HttpServer,Debug,Request # 757: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608103831319%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:38:31.3257,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608103831319} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:38:35.9781,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:38:41.0327,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:38:41.3837,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:38:41.3837,Raven.Database.Server.HttpServer,Debug,Request # 758: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:38:41.3837,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608103841383} AND ( *:* -MessageSent:true),
2012-06-08 10:38:41.3897,Raven.Database.Server.HttpServer,Debug,Request # 759: GET     -     4 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608103841383%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:38:41.3897,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608103841383} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:38:46.1042,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:38:47.1503,Raven.Database.Server.HttpServer,Debug,Request # 760: GET     -    33 ms - <default>  - 200 - /stats?noCache=-480899265,
2012-06-08 10:38:51.2047,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:38:51.4487,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:38:51.4487,Raven.Database.Server.HttpServer,Debug,Request # 761: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:38:51.4507,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608103851447} AND ( *:* -MessageSent:true),
2012-06-08 10:38:51.4507,Raven.Database.Server.HttpServer,Debug,Request # 762: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608103851447%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:38:51.4507,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608103851447} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:38:56.2752,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:39:01.3447,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:39:01.5447,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:39:01.5447,Raven.Database.Server.HttpServer,Debug,Request # 763: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:39:01.5447,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608103901543} AND ( *:* -MessageSent:true),
2012-06-08 10:39:01.5447,Raven.Database.Server.HttpServer,Debug,Request # 764: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608103901543%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:39:01.5447,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608103901543} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:39:06.4002,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:39:11.4707,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:39:11.6647,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:39:11.6647,Raven.Database.Server.HttpServer,Debug,Request # 765: GET     -     6 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:39:11.6687,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608103911657} AND ( *:* -MessageSent:true),
2012-06-08 10:39:11.6687,Raven.Database.Server.HttpServer,Debug,Request # 766: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608103911657%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:39:11.6687,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608103911657} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:39:16.5422,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:39:17.8143,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 0, for: ReducingExecuter, will wait for additional work",
2012-06-08 10:39:17.8583,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 0, for: IndexingExecuter, will wait for additional work",
2012-06-08 10:39:21.6137,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:39:21.7237,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:39:21.7237,Raven.Database.Server.HttpServer,Debug,Request # 767: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:39:21.7237,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608103921722} AND ( *:* -MessageSent:true),
2012-06-08 10:39:21.7237,Raven.Database.Server.HttpServer,Debug,Request # 768: GET     -     6 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608103921722%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:39:21.7347,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608103921722} AND ( *:* -MessageSent:true)
	Time: 6 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:39:26.7012,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:39:31.7687,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:39:31.7687,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:39:31.7687,Raven.Database.Server.HttpServer,Debug,Request # 769: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:39:31.7977,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608103931775} AND ( *:* -MessageSent:true),
2012-06-08 10:39:31.7977,Raven.Database.Server.HttpServer,Debug,Request # 770: GET     -    22 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608103931775%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:39:31.7977,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608103931775} AND ( *:* -MessageSent:true)
	Time: 21 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:39:33.8439,Raven.Database.Server.HttpServer,Debug,Request # 771: GET     -    32 ms - <default>  - 200 - /stats?noCache=-1529312341,
2012-06-08 10:39:36.8402,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:39:41.8517,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608103941848} AND ( *:* -MessageSent:true),
2012-06-08 10:39:41.8517,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:39:41.8517,Raven.Database.Server.HttpServer,Debug,Request # 772: GET     -     2 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:39:41.8567,Raven.Database.Server.HttpServer,Debug,Request # 773: GET     -     6 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608103941848%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:39:41.8567,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608103941848} AND ( *:* -MessageSent:true)
	Time: 5 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:39:41.9177,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:39:48.0254,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:39:48.0254,Raven.Database.Server.HttpServer,Debug,Request # 774: GET     -    32 ms - <default>  - 200 - /docs/SMSMessages/65?noCache=-2662161,
2012-06-08 10:39:51.9197,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:39:51.9197,Raven.Database.Server.HttpServer,Debug,Request # 775: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:39:51.9197,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608103951919} AND ( *:* -MessageSent:true),
2012-06-08 10:39:51.9197,Raven.Database.Server.HttpServer,Debug,Request # 776: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608103951919%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:39:51.9197,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608103951919} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:39:53.1869,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:39:55.3761,Raven.Database.Server.HttpServer,Debug,Request # 777: GET     -   120 ms - <default>  - 200 - /stats?noCache=-1397393049,
2012-06-08 10:39:58.2724,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:40:01.9767,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:40:01.9877,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608104001975} AND ( *:* -MessageSent:true),
2012-06-08 10:40:01.9767,Raven.Database.Server.HttpServer,Debug,Request # 778: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:40:01.9877,Raven.Database.Server.HttpServer,Debug,Request # 779: GET     -     4 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608104001975%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:40:01.9877,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608104001975} AND ( *:* -MessageSent:true)
	Time: 2 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:40:03.3589,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:40:06.6582,Raven.Database.Server.HttpServer,Debug,Request # 780: GET     -    29 ms - <default>  - 200 - /stats?noCache=-1233368505,
2012-06-08 10:40:08.6194,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:40:12.3548,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:40:12.3548,Raven.Database.Server.HttpServer,Debug,Request # 781: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:40:12.4038,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608104012353} AND ( *:* -MessageSent:true),
2012-06-08 10:40:12.4038,Raven.Database.Server.HttpServer,Debug,Request # 782: GET     -    58 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608104012353%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:40:12.4218,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608104012353} AND ( *:* -MessageSent:true)
	Time: 57 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:40:13.8939,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:40:19.8445,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:40:22.6128,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:40:22.6128,Raven.Database.Server.HttpServer,Debug,Request # 783: GET     -    28 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:40:22.6228,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608104022553} AND ( *:* -MessageSent:true),
2012-06-08 10:40:22.6228,Raven.Database.Server.HttpServer,Debug,Request # 784: GET     -    38 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608104022553%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:40:22.6228,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608104022553} AND ( *:* -MessageSent:true)
	Time: 38 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:40:24.8890,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:40:28.0750,Raven.Database.Server.HttpServer,Debug,Request # 785: GET     -    37 ms - <default>  - 200 - /stats?noCache=-1346625179,
2012-06-08 10:40:30.0670,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:40:33.0250,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:40:33.0250,Raven.Database.Server.HttpServer,Debug,Request # 786: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:40:33.0380,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608104033024} AND ( *:* -MessageSent:true),
2012-06-08 10:40:33.0460,Raven.Database.Server.HttpServer,Debug,Request # 787: GET     -    20 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608104033024%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:40:33.0460,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608104033024} AND ( *:* -MessageSent:true)
	Time: 19 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:40:35.1200,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:40:40.2060,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:40:43.1380,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:40:43.1380,Raven.Database.Server.HttpServer,Debug,Request # 788: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:40:43.1860,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608104043137} AND ( *:* -MessageSent:true),
2012-06-08 10:40:43.2050,Raven.Database.Server.HttpServer,Debug,Request # 789: GET     -    52 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608104043137%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:40:43.2050,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608104043137} AND ( *:* -MessageSent:true)
	Time: 48 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:40:45.3300,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:40:49.9100,Raven.Database.Server.HttpServer,Debug,Request # 790: GET     -    29 ms - <default>  - 200 - /stats?noCache=1036297489,
2012-06-08 10:40:51.1510,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:40:53.2940,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:40:53.2940,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608104053293} AND ( *:* -MessageSent:true),
2012-06-08 10:40:53.2940,Raven.Database.Server.HttpServer,Debug,Request # 791: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:40:53.2940,Raven.Database.Server.HttpServer,Debug,Request # 792: GET     -     4 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608104053293%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:40:53.2940,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608104053293} AND ( *:* -MessageSent:true)
	Time: 4 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:40:57.1580,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:41:02.2180,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:41:03.3520,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:41:03.3520,Raven.Database.Server.HttpServer,Debug,Request # 793: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:41:03.3520,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608104103352} AND ( *:* -MessageSent:true),
2012-06-08 10:41:03.3520,Raven.Database.Server.HttpServer,Debug,Request # 794: GET     -    12 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608104103352%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:41:03.3680,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608104103352} AND ( *:* -MessageSent:true)
	Time: 11 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:41:07.2890,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:41:12.4340,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:41:13.4590,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:41:13.4590,Raven.Database.Server.HttpServer,Debug,Request # 795: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:41:13.4590,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608104113458} AND ( *:* -MessageSent:true),
2012-06-08 10:41:13.4590,Raven.Database.Server.HttpServer,Debug,Request # 796: GET     -     8 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608104113458%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:41:13.4590,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608104113458} AND ( *:* -MessageSent:true)
	Time: 7 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:41:17.5220,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:41:22.6030,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
